umur,gender,occupation_group,nominal,periode_transaksi
40,wanita,Tidak Bekerja,20000000,Ramadhan
48,pria,Tidak Bekerja,6007729,Ramadhan
40,wanita,Tidak Bekerja,1000000,Ramadhan
42,pria,Tidak Bekerja,100000,Ramadhan
59,pria,Tidak Bekerja,2000000,Ramadhan
49,pria,Tidak Bekerja,10000000,Ramadhan
58,pria,Tidak Bekerja,1000000,Ramadhan
42,pria,Tidak Bekerja,225000,Ramadhan
43,wanita,Tidak Bekerja,1400000,Ramadhan
40,wanita,Tidak Bekerja,375000,Reguler
54,pria,Tidak Bekerja,90000,Reguler
28,wanita,Tidak Bekerja,510000,Reguler
28,wanita,Tidak Bekerja,750000,Reguler
69,pria,Tidak Bekerja,4000000,Reguler
40,pria,Tidak Bekerja,550000,Reguler
57,pria,Tidak Bekerja,750000,Reguler
52,pria,Tidak Bekerja,264000,Reguler
57,pria,Tidak Bekerja,1850000,Reguler
49,pria,Tidak Bekerja,10000000,Reguler
53,wanita,Tidak Bekerja,4000000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
43,pria,Tidak Bekerja,1750000,Reguler
52,pria,Tidak Bekerja,2000000,Reguler
36,pria,Tidak Bekerja,476302,Reguler
54,pria,Tidak Bekerja,2700000,Reguler
57,pria,Tidak Bekerja,1125000,Reguler
40,pria,Tidak Bekerja,550000,Reguler
42,pria,Tidak Bekerja,200000,Reguler
40,pria,Tidak Bekerja,860000,Kurban
40,pria,Tidak Bekerja,335000,Kurban
40,wanita,Tidak Bekerja,500000,Kurban
49,pria,Tidak Bekerja,500000,Kurban
42,pria,Tidak Bekerja,50000,Kurban
42,pria,Tidak Bekerja,100000,Kurban
42,pria,Tidak Bekerja,100000,Kurban
52,pria,Tidak Bekerja,339280,Kurban
57,pria,Tidak Bekerja,750000,Kurban
42,pria,Tidak Bekerja,100000,Kurban
43,pria,Tidak Bekerja,1200000,Kurban
57,pria,Tidak Bekerja,1125000,Kurban
57,pria,Tidak Bekerja,450000,Kurban
42,pria,Tidak Bekerja,50000,Kurban
36,pria,Tidak Bekerja,476500,Kurban
42,pria,Tidak Bekerja,100000,Kurban
40,wanita,Tidak Bekerja,500000,Kurban
53,wanita,Tidak Bekerja,3000000,Kurban
38,pria,Tidak Bekerja,3300000,Kurban
42,pria,Tidak Bekerja,100000,Kurban
53,pria,Tidak Bekerja,2600000,Kurban
64,pria,Tidak Bekerja,25000000,Kurban
42,pria,Tidak Bekerja,100000,Kurban
42,pria,Tidak Bekerja,100000,Reguler
40,pria,Tidak Bekerja,550000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
52,pria,Tidak Bekerja,264000,Reguler
42,pria,Tidak Bekerja,100000,Reguler
42,pria,Tidak Bekerja,100000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
47,pria,Tidak Bekerja,4000000,Reguler
48,pria,Tidak Bekerja,1500000,Reguler
43,pria,Tidak Bekerja,1150000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
40,pria,Tidak Bekerja,300000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
52,pria,Tidak Bekerja,263920,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
41,pria,Tidak Bekerja,12150000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
59,pria,Tidak Bekerja,5000000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
57,pria,Tidak Bekerja,900000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
36,pria,Tidak Bekerja,411200,Reguler
57,pria,Tidak Bekerja,356000,Reguler
52,pria,Tidak Bekerja,1500000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
36,pria,Tidak Bekerja,1600000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,460375,Reguler
40,wanita,Tidak Bekerja,195649,Reguler
40,pria,Tidak Bekerja,182440,Reguler
40,pria,Tidak Bekerja,446295,Reguler
40,pria,Tidak Bekerja,313519,Reguler
40,wanita,Tidak Bekerja,445656,Reguler
40,wanita,Tidak Bekerja,271953,Reguler
40,pria,Tidak Bekerja,270094,Reguler
40,pria,Tidak Bekerja,713408,Reguler
40,wanita,Tidak Bekerja,175452,Reguler
56,wanita,Tidak Bekerja,809537,Reguler
40,pria,Tidak Bekerja,297973,Reguler
40,pria,Tidak Bekerja,207662,Reguler
40,pria,Tidak Bekerja,298382,Reguler
40,pria,Tidak Bekerja,409255,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,352203,Reguler
42,pria,Tidak Bekerja,25000,Reguler
55,pria,Tidak Bekerja,125000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,300000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
52,pria,Tidak Bekerja,525200,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
43,pria,Tidak Bekerja,750000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
57,pria,Tidak Bekerja,360000,Reguler
57,pria,Tidak Bekerja,900000,Reguler
36,pria,Tidak Bekerja,1500000,Reguler
36,pria,Tidak Bekerja,411500,Reguler
52,pria,Tidak Bekerja,1500000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
59,pria,Tidak Bekerja,3000000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
33,wanita,Tidak Bekerja,320000,Reguler
42,pria,Tidak Bekerja,100000,Reguler
42,pria,Tidak Bekerja,500000,Reguler
48,pria,Tidak Bekerja,1500000,Reguler
43,pria,Tidak Bekerja,1005000,Reguler
40,wanita,Tidak Bekerja,362139,Reguler
40,pria,Tidak Bekerja,800000,Reguler
52,pria,Tidak Bekerja,263920,Reguler
40,pria,Tidak Bekerja,236438,Reguler
40,wanita,Tidak Bekerja,445656,Reguler
40,pria,Tidak Bekerja,313519,Reguler
40,wanita,Tidak Bekerja,175452,Reguler
40,pria,Tidak Bekerja,207662,Reguler
40,pria,Tidak Bekerja,297973,Reguler
40,wanita,Tidak Bekerja,195649,Reguler
40,pria,Tidak Bekerja,446295,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,206252,Reguler
40,wanita,Tidak Bekerja,271953,Reguler
56,wanita,Tidak Bekerja,414144,Reguler
40,pria,Tidak Bekerja,168805,Reguler
40,pria,Tidak Bekerja,352203,Reguler
40,pria,Tidak Bekerja,379829,Reguler
40,pria,Tidak Bekerja,270094,Reguler
40,pria,Tidak Bekerja,167029,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,300000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,100000,Reguler
48,pria,Tidak Bekerja,5000000,Reguler
42,pria,Tidak Bekerja,250000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
36,pria,Tidak Bekerja,1500000,Reguler
57,pria,Tidak Bekerja,900000,Reguler
57,pria,Tidak Bekerja,360000,Reguler
36,pria,Tidak Bekerja,421000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,347962,Reguler
40,wanita,Tidak Bekerja,238104,Reguler
40,wanita,Tidak Bekerja,252408,Reguler
40,wanita,Tidak Bekerja,202583,Reguler
40,wanita,Tidak Bekerja,299638,Reguler
40,pria,Tidak Bekerja,242815,Reguler
40,wanita,Tidak Bekerja,362139,Reguler
40,wanita,Tidak Bekerja,253072,Reguler
40,pria,Tidak Bekerja,249971,Reguler
40,pria,Tidak Bekerja,232581,Reguler
40,pria,Tidak Bekerja,186679,Reguler
40,pria,Tidak Bekerja,302506,Reguler
40,pria,Tidak Bekerja,181284,Reguler
40,pria,Tidak Bekerja,177593,Reguler
40,wanita,Tidak Bekerja,516302,Reguler
40,pria,Tidak Bekerja,323103,Reguler
40,pria,Tidak Bekerja,409851,Reguler
40,pria,Tidak Bekerja,188719,Reguler
56,wanita,Tidak Bekerja,461591,Reguler
40,pria,Tidak Bekerja,361823,Reguler
40,pria,Tidak Bekerja,519831,Reguler
40,pria,Tidak Bekerja,379738,Reguler
40,pria,Tidak Bekerja,800000,Reguler
42,pria,Tidak Bekerja,500000,Reguler
40,pria,Tidak Bekerja,4950000,Reguler
40,pria,Tidak Bekerja,550000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
43,pria,Tidak Bekerja,755000,Reguler
52,pria,Tidak Bekerja,5000000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,325000,Reguler
48,pria,Tidak Bekerja,5000000,Reguler
40,pria,Tidak Bekerja,173026,Reguler
40,pria,Tidak Bekerja,361381,Reguler
40,wanita,Tidak Bekerja,281181,Reguler
40,wanita,Tidak Bekerja,469205,Reguler
40,pria,Tidak Bekerja,278233,Reguler
40,pria,Tidak Bekerja,223565,Reguler
40,pria,Tidak Bekerja,176954,Reguler
40,pria,Tidak Bekerja,306350,Reguler
40,wanita,Tidak Bekerja,183287,Reguler
40,wanita,Tidak Bekerja,188750,Reguler
40,pria,Tidak Bekerja,215968,Reguler
40,wanita,Tidak Bekerja,341704,Reguler
40,pria,Tidak Bekerja,167769,Reguler
56,wanita,Tidak Bekerja,429959,Reguler
40,pria,Tidak Bekerja,380885,Reguler
40,pria,Tidak Bekerja,470807,Reguler
40,pria,Tidak Bekerja,280898,Reguler
40,wanita,Tidak Bekerja,209801,Reguler
40,pria,Tidak Bekerja,315937,Reguler
42,pria,Tidak Bekerja,100000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
52,pria,Tidak Bekerja,265050,Reguler
36,pria,Tidak Bekerja,412000,Reguler
57,pria,Tidak Bekerja,400000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
52,pria,Tidak Bekerja,1500000,Reguler
59,pria,Tidak Bekerja,5000000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
42,pria,Tidak Bekerja,500000,Reguler
55,pria,Tidak Bekerja,200000,Reguler
59,wanita,Tidak Bekerja,1000000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
40,pria,Tidak Bekerja,550000,Reguler
52,pria,Tidak Bekerja,263920,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
48,pria,Tidak Bekerja,1275000,Reguler
52,pria,Tidak Bekerja,262700,Reguler
40,pria,Tidak Bekerja,300000,Reguler
48,pria,Tidak Bekerja,150000,Reguler
57,pria,Tidak Bekerja,3000000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,25000000,Reguler
52,pria,Tidak Bekerja,298872,Reguler
40,pria,Tidak Bekerja,100000,Reguler
40,pria,Tidak Bekerja,250000,Reguler
40,pria,Tidak Bekerja,650000,Reguler
36,pria,Tidak Bekerja,900000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
40,pria,Tidak Bekerja,350000,Reguler
52,pria,Tidak Bekerja,1500000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
53,wanita,Tidak Bekerja,3000000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
48,pria,Tidak Bekerja,1500000,Reguler
40,pria,Tidak Bekerja,280611,Reguler
40,pria,Tidak Bekerja,146930,Reguler
40,pria,Tidak Bekerja,207662,Reguler
40,wanita,Tidak Bekerja,138171,Reguler
40,wanita,Tidak Bekerja,176899,Reguler
40,pria,Tidak Bekerja,125782,Reguler
40,wanita,Tidak Bekerja,156702,Reguler
40,pria,Tidak Bekerja,223938,Reguler
40,pria,Tidak Bekerja,137212,Reguler
40,pria,Tidak Bekerja,238519,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,218573,Reguler
40,pria,Tidak Bekerja,191252,Reguler
40,pria,Tidak Bekerja,354290,Reguler
40,pria,Tidak Bekerja,237299,Reguler
40,wanita,Tidak Bekerja,162916,Reguler
40,pria,Tidak Bekerja,141327,Reguler
40,pria,Tidak Bekerja,328597,Reguler
40,pria,Tidak Bekerja,130710,Reguler
40,wanita,Tidak Bekerja,253615,Reguler
40,wanita,Tidak Bekerja,181497,Reguler
40,pria,Tidak Bekerja,134444,Reguler
40,pria,Tidak Bekerja,160822,Reguler
40,pria,Tidak Bekerja,153925,Reguler
40,pria,Tidak Bekerja,419595,Reguler
40,wanita,Tidak Bekerja,139617,Reguler
56,wanita,Tidak Bekerja,384277,Reguler
40,pria,Tidak Bekerja,294634,Reguler
40,pria,Tidak Bekerja,277529,Reguler
40,pria,Tidak Bekerja,276239,Reguler
40,wanita,Tidak Bekerja,413497,Reguler
40,pria,Tidak Bekerja,408574,Reguler
40,pria,Tidak Bekerja,159942,Reguler
40,wanita,Tidak Bekerja,128988,Reguler
40,pria,Tidak Bekerja,248999,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,350000,Reguler
36,pria,Tidak Bekerja,900000,Reguler
40,pria,Tidak Bekerja,250000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
40,pria,Tidak Bekerja,650000,Reguler
48,pria,Tidak Bekerja,1500000,Reguler
40,pria,Tidak Bekerja,100000,Reguler
48,pria,Tidak Bekerja,1000000,Reguler
37,pria,Tidak Bekerja,250000,Reguler
57,pria,Tidak Bekerja,750000,Reguler
57,pria,Tidak Bekerja,300000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
52,pria,Tidak Bekerja,1500000,Reguler
52,pria,Tidak Bekerja,262700,Reguler
40,pria,Tidak Bekerja,300000,Reguler
43,pria,Tidak Bekerja,300000,Reguler
40,pria,Tidak Bekerja,339758,Reguler
40,wanita,Tidak Bekerja,128988,Reguler
40,pria,Tidak Bekerja,248999,Reguler
40,wanita,Tidak Bekerja,139617,Reguler
40,pria,Tidak Bekerja,161615,Reguler
40,pria,Tidak Bekerja,294634,Reguler
40,wanita,Tidak Bekerja,413497,Reguler
40,pria,Tidak Bekerja,276239,Reguler
40,pria,Tidak Bekerja,125719,Reguler
56,wanita,Tidak Bekerja,384277,Reguler
40,wanita,Tidak Bekerja,162916,Reguler
40,pria,Tidak Bekerja,277529,Reguler
40,pria,Tidak Bekerja,159942,Reguler
40,pria,Tidak Bekerja,141327,Reguler
40,pria,Tidak Bekerja,196004,Reguler
40,pria,Tidak Bekerja,153925,Reguler
40,pria,Tidak Bekerja,130710,Reguler
40,pria,Tidak Bekerja,354290,Reguler
40,pria,Tidak Bekerja,191252,Reguler
40,wanita,Tidak Bekerja,253615,Reguler
40,pria,Tidak Bekerja,494595,Reguler
40,wanita,Tidak Bekerja,181497,Reguler
40,pria,Tidak Bekerja,218573,Reguler
36,pria,Tidak Bekerja,312000,Reguler
42,pria,Tidak Bekerja,70000,Reguler
43,pria,Tidak Bekerja,305000,Reguler
53,wanita,Tidak Bekerja,3000000,Reguler
53,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,650000,Reguler
36,pria,Tidak Bekerja,2182000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,100000,Reguler
40,pria,Tidak Bekerja,350000,Reguler
36,pria,Tidak Bekerja,1200000,Reguler
40,pria,Tidak Bekerja,250000,Reguler
40,wanita,Tidak Bekerja,500000,Reguler
48,pria,Tidak Bekerja,1500000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
40,pria,Tidak Bekerja,300000,Ramadhan
36,pria,Tidak Bekerja,8500000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
36,pria,Tidak Bekerja,1500000,Ramadhan
59,pria,Tidak Bekerja,1500000,Ramadhan
61,wanita,Tidak Bekerja,1500000,Ramadhan
52,pria,Tidak Bekerja,263920,Ramadhan
60,pria,Tidak Bekerja,20000000,Ramadhan
62,pria,Tidak Bekerja,1000000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
40,pria,Tidak Bekerja,21150000,Ramadhan
40,pria,Tidak Bekerja,10000000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
43,pria,Tidak Bekerja,15000000,Ramadhan
40,wanita,Tidak Bekerja,445656,Ramadhan
40,wanita,Tidak Bekerja,502657,Ramadhan
40,pria,Tidak Bekerja,236438,Ramadhan
40,pria,Tidak Bekerja,313519,Ramadhan
40,pria,Tidak Bekerja,172763,Ramadhan
40,pria,Tidak Bekerja,379829,Ramadhan
40,pria,Tidak Bekerja,297973,Ramadhan
40,pria,Tidak Bekerja,270094,Ramadhan
56,wanita,Tidak Bekerja,414144,Ramadhan
40,pria,Tidak Bekerja,207662,Ramadhan
40,wanita,Tidak Bekerja,175452,Ramadhan
40,pria,Tidak Bekerja,206252,Ramadhan
40,pria,Tidak Bekerja,187481,Ramadhan
40,pria,Tidak Bekerja,446295,Ramadhan
52,pria,Tidak Bekerja,4120000,Ramadhan
40,pria,Tidak Bekerja,312610,Ramadhan
40,pria,Tidak Bekerja,364703,Ramadhan
40,wanita,Tidak Bekerja,195649,Ramadhan
43,pria,Tidak Bekerja,800000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
38,pria,Tidak Bekerja,405000,Ramadhan
57,pria,Tidak Bekerja,1762500,Ramadhan
57,pria,Tidak Bekerja,705000,Ramadhan
36,pria,Tidak Bekerja,951000,Ramadhan
36,pria,Tidak Bekerja,135000,Ramadhan
59,wanita,Tidak Bekerja,365000,Ramadhan
37,pria,Tidak Bekerja,2136000,Ramadhan
59,wanita,Tidak Bekerja,1000000,Ramadhan
44,pria,Tidak Bekerja,5000000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
48,pria,Tidak Bekerja,29003625,Ramadhan
40,pria,Tidak Bekerja,465000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
55,pria,Tidak Bekerja,180000,Ramadhan
74,wanita,Tidak Bekerja,10000000,Ramadhan
48,pria,Tidak Bekerja,1500000,Ramadhan
43,wanita,Tidak Bekerja,8000000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
40,pria,Tidak Bekerja,325000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
43,pria,Tidak Bekerja,750000,Ramadhan
58,pria,Tidak Bekerja,25000000,Ramadhan
36,pria,Tidak Bekerja,2000000,Ramadhan
40,pria,Tidak Bekerja,5000000,Ramadhan
38,pria,Tidak Bekerja,5000000,Ramadhan
40,pria,Tidak Bekerja,100000,Ramadhan
43,pria,Tidak Bekerja,1500000,Ramadhan
40,pria,Tidak Bekerja,350000,Ramadhan
40,pria,Tidak Bekerja,465000,Ramadhan
40,pria,Tidak Bekerja,650000,Ramadhan
40,pria,Tidak Bekerja,250000,Ramadhan
38,pria,Tidak Bekerja,45000,Ramadhan
46,pria,Tidak Bekerja,200000,Ramadhan
43,pria,Tidak Bekerja,7500000,Ramadhan
38,pria,Tidak Bekerja,4000000,Ramadhan
42,pria,Tidak Bekerja,100000,Ramadhan
34,pria,Tidak Bekerja,3250000,Ramadhan
38,pria,Tidak Bekerja,500000,Ramadhan
59,pria,Tidak Bekerja,5000000,Ramadhan
33,wanita,Tidak Bekerja,270000,Ramadhan
52,pria,Tidak Bekerja,1500000,Ramadhan
57,pria,Tidak Bekerja,25000000,Ramadhan
53,wanita,Tidak Bekerja,5000000,Ramadhan
44,pria,Tidak Bekerja,3500000,Ramadhan
54,pria,Tidak Bekerja,11750000,Ramadhan
42,pria,Tidak Bekerja,100000,Ramadhan
48,pria,Tidak Bekerja,1500000,Ramadhan
51,pria,Tidak Bekerja,14820000,Ramadhan
40,wanita,Tidak Bekerja,4500000,Ramadhan
51,pria,Tidak Bekerja,180000,Ramadhan
49,pria,Tidak Bekerja,10000000,Ramadhan
37,pria,Tidak Bekerja,1000000,Ramadhan
40,pria,Tidak Bekerja,180000,Ramadhan
50,pria,Tidak Bekerja,7000000,Ramadhan
52,wanita,Tidak Bekerja,7500000,Ramadhan
36,pria,Tidak Bekerja,45000,Ramadhan
40,wanita,Tidak Bekerja,10000000,Ramadhan
43,pria,Tidak Bekerja,225000,Ramadhan
55,pria,Tidak Bekerja,200000,Ramadhan
39,pria,Tidak Bekerja,6965965,Ramadhan
61,pria,Tidak Bekerja,315000,Ramadhan
40,wanita,Tidak Bekerja,2070004,Ramadhan
28,wanita,Tidak Bekerja,1150000,Ramadhan
52,pria,Tidak Bekerja,7500000,Ramadhan
39,wanita,Tidak Bekerja,5000000,Ramadhan
42,pria,Tidak Bekerja,50000,Ramadhan
52,pria,Tidak Bekerja,1300000,Ramadhan
43,pria,Tidak Bekerja,45000,Ramadhan
54,pria,Tidak Bekerja,135000,Ramadhan
40,pria,Tidak Bekerja,300000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
40,wanita,Tidak Bekerja,1000000,Reguler
62,pria,Tidak Bekerja,1000000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
52,pria,Tidak Bekerja,263920,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,379829,Reguler
49,pria,Tidak Bekerja,10000000,Reguler
40,pria,Tidak Bekerja,446295,Reguler
40,pria,Tidak Bekerja,207662,Reguler
40,pria,Tidak Bekerja,100000,Reguler
40,wanita,Tidak Bekerja,175452,Reguler
36,pria,Tidak Bekerja,1000000,Reguler
40,pria,Tidak Bekerja,206252,Reguler
40,pria,Tidak Bekerja,313519,Reguler
40,pria,Tidak Bekerja,250000,Reguler
36,pria,Tidak Bekerja,409000,Reguler
52,pria,Tidak Bekerja,1500000,Reguler
56,wanita,Tidak Bekerja,414144,Reguler
40,wanita,Tidak Bekerja,195649,Reguler
40,pria,Tidak Bekerja,270094,Reguler
40,wanita,Tidak Bekerja,445656,Reguler
40,pria,Tidak Bekerja,352203,Reguler
40,pria,Tidak Bekerja,297973,Reguler
40,wanita,Tidak Bekerja,271953,Reguler
40,pria,Tidak Bekerja,187481,Reguler
40,pria,Tidak Bekerja,236438,Reguler
57,pria,Tidak Bekerja,750000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
57,pria,Tidak Bekerja,300000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
48,pria,Tidak Bekerja,1500000,Reguler
42,pria,Tidak Bekerja,100000,Reguler
43,pria,Tidak Bekerja,50000,Reguler
64,pria,Tidak Bekerja,25000000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
40,pria,Tidak Bekerja,800000,Reguler
40,pria,Tidak Bekerja,300000,Reguler
42,pria,Tidak Bekerja,50000,Reguler
42,pria,Tidak Bekerja,25000,Reguler
43,pria,Tidak Bekerja,800000,Reguler
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,50000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
52,pria,Tidak Bekerja,280050,Kurban
42,pria,Tidak Bekerja,25000,Kurban
40,wanita,Tidak Bekerja,271953,Kurban
40,pria,Tidak Bekerja,236438,Kurban
40,pria,Tidak Bekerja,313519,Kurban
40,wanita,Tidak Bekerja,445656,Kurban
40,pria,Tidak Bekerja,352203,Kurban
40,wanita,Tidak Bekerja,175452,Kurban
40,pria,Tidak Bekerja,299361,Kurban
40,pria,Tidak Bekerja,270094,Kurban
40,wanita,Tidak Bekerja,195649,Kurban
40,pria,Tidak Bekerja,446295,Kurban
56,wanita,Tidak Bekerja,414144,Kurban
40,pria,Tidak Bekerja,379829,Kurban
40,pria,Tidak Bekerja,297973,Kurban
40,pria,Tidak Bekerja,207662,Kurban
40,pria,Tidak Bekerja,206252,Kurban
40,wanita,Tidak Bekerja,500000,Kurban
36,pria,Tidak Bekerja,500000,Kurban
57,pria,Tidak Bekerja,300000,Kurban
42,pria,Tidak Bekerja,50000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
36,pria,Tidak Bekerja,1650000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
36,pria,Tidak Bekerja,410000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
54,pria,Tidak Bekerja,2500000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
52,pria,Tidak Bekerja,1500000,Kurban
56,pria,Tidak Bekerja,2200000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
40,pria,Tidak Bekerja,800000,Kurban
52,pria,Tidak Bekerja,2500000,Kurban
48,pria,Tidak Bekerja,1500000,Kurban
60,pria,Tidak Bekerja,30000000,Kurban
52,pria,Tidak Bekerja,500000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
33,wanita,Tidak Bekerja,2500000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
40,pria,Tidak Bekerja,300000,Kurban
37,pria,Tidak Bekerja,100000,Kurban
36,pria,Tidak Bekerja,2500000,Kurban
38,pria,Tidak Bekerja,2500000,Kurban
40,wanita,Tidak Bekerja,5000000,Kurban
42,pria,Tidak Bekerja,25000,Kurban
42,pria,Tidak Bekerja,25000,Reguler
53,wanita,Tidak Bekerja,3000000,Reguler
56,wanita,Tidak Bekerja,414144,Reguler
40,wanita,Tidak Bekerja,195649,Reguler
40,wanita,Tidak Bekerja,175452,Reguler
40,pria,Tidak Bekerja,352203,Reguler
40,pria,Tidak Bekerja,206252,Reguler
40,wanita,Tidak Bekerja,271953,Reguler
40,pria,Tidak Bekerja,187481,Reguler
40,wanita,Tidak Bekerja,873812,Reguler
